blocker_nflId,blocker_name,blocker_pos,n_plays,n_frames,median_etbc,pct_pressure_allow,etbc_z,pff_z_inv,disagreement
47861,Michael Deiter,C,112,2428,6.575190204026519,0.04464285714285714,0.30031534020702033,0.14593137741540488,0.15438396279161545
42565,Austin Reiter,C,74,1410,5.9667425290445335,0.05405405405405406,-0.28908290770349465,-0.13698006813446512,0.15210283956902954
37266,Jason Kelce,C,245,5371,6.125738928090561,0.04897959183673469,-0.13506440640084086,0.015564125216966634,0.15062853161780748
45069,Daniel Brunskill,G,207,4352,5.960257376196539,0.06763285024154589,0.10302128578496524,-0.046549881669424885,0.1495711674543901
48513,Nate Herbig,G,70,1642,4.599355241100653,0.11428571428571428,-1.4563469511164964,-1.3124383919634532,0.14390855915304313
38606,Brandon Brooks,G,37,890,5.389483803714991,0.08108108108108109,-0.5509906056195479,-0.4114569726345596,0.13953363298498833
41436,Matt Paradis,C,274,5463,6.019506994685265,0.06204379562043796,-0.23797040472367437,-0.37716092477197377,0.1391905200482994
42476,Max Garcia,C,107,2220,7.364708649209603,0.01869158878504672,1.0651153508204567,0.9260564682235408,0.1390588825969159
48455,Matt Nelson,T,318,7427,4.10628074154878,0.11635220125786164,-0.7300213520148464,-0.864049179617068,0.13402782760222154
53584,Jaylon Moore,T,41,983,4.939551528088057,0.07317073170731707,0.3023868038989073,0.18555231943295764,0.11683448446594968
42477,Mark Glowinski,G,190,4449,4.721534478268781,0.11052631578947368,-1.3163498001564788,-1.2104300917334376,0.10591970842304121
38642,Bobby Massie,T,276,6515,4.715100983380411,0.08333333333333333,0.024296443959791653,-0.06146757155128458,0.08576401551107624
43586,George Fant,T,221,5129,5.325153914509381,0.04524886877828054,0.7801415207473874,0.8642422642548213,0.0841007435074339
52534,Charlie Heck,T,130,2967,4.983389798902836,0.06923076923076923,0.35670166655994334,0.28132003101454056,0.07538163554540278
53523,Ben Cleveland,G,45,1170,6.847239488791058,0.02222222222222222,1.1193557432088248,1.1856315381138156,0.0662757949049908
53516,Kendrick Green,C,218,4690,6.596448574723384,0.03669724770642202,0.3209081486889252,0.384785571270611,0.06387742258168583
52554,Tyler Biadasz,C,237,4711,5.6421477565901155,0.06751054852320675,-0.6035151884599468,-0.5414978290764835,0.06201735938346331
42954,Greg Mancz,C,110,2356,6.898072319106248,0.02727272727272727,0.613088583880386,0.6680975372904323,0.0550089534100463
44870,Ethan Pocic,C,34,632,5.114300979593663,0.08823529411764706,-1.1148360108069668,-1.1645076109460584,0.049671600139091554
53475,Jackson Carman,G,164,3388,5.881944544011912,0.06707317073170732,0.013287762777524113,-0.031363421513819545,0.044651184291343654
46090,Billy Price,C,248,4919,6.26031781671807,0.04838709677419355,-0.004698946190730858,0.03337521090631678,0.03807415709704764
40070,J.C. Tretter,C,221,4441,6.997641450592008,0.02714932126696832,0.7095403808987837,0.6718072643111541,0.03773311658762957
53471,Liam Eichenberg,T,275,6504,4.2418399512101566,0.10545454545454544,-0.5620658255228215,-0.5991625051628021,0.037096679639980645
41321,Trai Turner,G,219,4843,6.558747404052831,0.0365296803652968,0.7887916402238729,0.7974099948944384,0.008618354670565487
42404,Ali Marpet,G,292,5864,6.537077087725091,0.03767123287671233,0.7639610502103573,0.7664348717652328,0.0024738215548755216
